,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
ADGRG3,0,3.010293912,0.831,0.411,0,NK cell 2,ADGRG3
CSF1,0,2.414325228,0.763,0.415,0,NK cell 2,CSF1
KLRC11,0,2.196821721,1,0.344,0,NK cell 2,KLRC1
SYTL2,0,2.194675037,0.999,0.607,0,NK cell 2,SYTL2
E4F11,0,2.03166223,0.964,0.54,0,NK cell 2,E4F1
TNFRSF181,0,2.022226313,0.827,0.3,0,NK cell 2,TNFRSF18
ZNF6831,0,2.003444053,1,0.354,0,NK cell 2,ZNF683
SLCO3A1,0,1.981842382,0.998,0.522,0,NK cell 2,SLCO3A1
NCR11,0,1.855706906,0.998,0.317,0,NK cell 2,NCR1
KLRC21,0,1.846330199,1,0.365,0,NK cell 2,KLRC2
SEC14L21,0,1.816598723,0.999,0.489,0,NK cell 2,SEC14L2
ADTRP1,0,1.796572905,0.973,0.515,0,NK cell 2,ADTRP
ABCB11,0,1.786969865,1,0.599,0,NK cell 2,ABCB1
GTPBP11,0,1.779360554,0.997,0.563,0,NK cell 2,GTPBP1
TMIGD21,0,1.761308425,0.96,0.241,0,NK cell 2,TMIGD2
RGS16,0,1.709874636,0.999,0.616,0,NK cell 2,RGS16
IL12RB2,0,1.698540552,0.961,0.461,0,NK cell 2,IL12RB2
IL27RA1,0,1.659183137,1,0.585,0,NK cell 2,IL27RA
PRKCQ,0,1.59461934,0.967,0.58,0,NK cell 2,PRKCQ
IL2RB1,0,1.584102208,1,0.608,0,NK cell 2,IL2RB
CD71,0,1.578165851,1,0.568,0,NK cell 2,CD7
TBX211,0,1.515329289,1,0.372,0,NK cell 2,TBX21
PTPN111,0,1.514257099,0.999,0.525,0,NK cell 2,PTPN11
TXNDC121,0,1.506916063,0.991,0.485,0,NK cell 2,TXNDC12
CCND31,0,1.464628473,1,0.59,0,NK cell 2,CCND3
DGKQ1,0,1.449278442,0.993,0.353,0,NK cell 2,DGKQ
BCL9L,0,1.446066069,0.989,0.586,0,NK cell 2,BCL9L
EPHA4,0,1.428930761,0.998,0.619,0,NK cell 2,EPHA4
KLRD11,0,1.426528073,1,0.354,0,NK cell 2,KLRD1
BRD7,0,1.409483342,1,0.638,0,NK cell 2,BRD7
RAB39B1,0,1.406800579,0.999,0.602,0,NK cell 2,RAB39B
KLRB1,0,1.402166065,1,0.591,0,NK cell 2,KLRB1
ZMYM41,0,1.367375749,0.989,0.292,0,NK cell 2,ZMYM4
KLRF11,0,1.359244539,1,0.313,0,NK cell 2,KLRF1
CD381,0,1.348148503,0.928,0.335,0,NK cell 2,CD38
HOPX1,0,1.323154276,1,0.426,0,NK cell 2,HOPX
SETD21,0,1.307229965,0.993,0.508,0,NK cell 2,SETD2
NECTIN3,0,1.284326758,1,0.615,0,NK cell 2,NECTIN3
CD2471,0,1.270568988,1,0.395,0,NK cell 2,CD247
SDF41,0,1.259886697,0.983,0.321,0,NK cell 2,SDF4
TAF31,0,1.256185024,1,0.645,0,NK cell 2,TAF3
POLR2A1,0,1.203736343,0.997,0.573,0,NK cell 2,POLR2A
ATRX1,0,1.188908663,0.998,0.548,0,NK cell 2,ATRX
PITPNC11,0,1.185577257,0.862,0.356,0,NK cell 2,PITPNC1
KLF131,0,1.152433374,0.997,0.588,0,NK cell 2,KLF13
PPP2R2B,0,1.145053386,1,0.619,0,NK cell 2,PPP2R2B
YEATS4,0,1.075834744,1,0.626,0,NK cell 2,YEATS4
DMAP11,0,1.069630384,0.997,0.352,0,NK cell 2,DMAP1
ZNF675,0,1.068854824,1,0.635,0,NK cell 2,ZNF675
MYBL11,0,1.064270626,1,0.611,0,NK cell 2,MYBL1
ADCY71,0,1.046196082,0.826,0.431,0,NK cell 2,ADCY7
ARHGEF121,0,1.042102907,0.9,0.396,0,NK cell 2,ARHGEF12
CEP571,0,1.039924043,1,0.587,0,NK cell 2,CEP57
AES1,0,1.032794841,1,0.483,0,NK cell 2,AES
MATK1,0,1.028829524,1,0.4,0,NK cell 2,MATK
PDE3B1,0,1.028285007,0.991,0.5,0,NK cell 2,PDE3B
STAM1,7.55E-252,1.082798005,0.692,0.413,1.07E-248,NK cell 2,STAM
IGFBP2,8.84E-222,3.019919229,0.585,0.477,1.25E-218,NK cell 2,IGFBP2
ADRB1,5.61E-147,1.409815189,0.627,0.419,7.95E-144,NK cell 2,ADRB1
ATP8B4,0.00288179,1.092515177,0.477,0.502,1,NK cell 2,ATP8B4
MERTK,0,7.342346915,1,0.16,0,Macrophage,MERTK
TREM2,0,6.895153437,1,0.163,0,Macrophage,TREM2
TLR5,0,6.811010847,1,0.108,0,Macrophage,TLR5
SLC40A1,0,6.778706294,1,0.115,0,Macrophage,SLC40A1
ZDHHC14,0,6.567319737,1,0.12,0,Macrophage,ZDHHC14
IGF1,0,6.553393693,1,0.112,0,Macrophage,IGF1
SOCS6,0,6.534278726,1,0.183,0,Macrophage,SOCS6
TSPAN15,0,6.499236817,1,0.211,0,Macrophage,TSPAN15
LILRB5,0,6.463771269,1,0.09,0,Macrophage,LILRB5
CD209,0,6.330591618,1,0.088,0,Macrophage,CD209
SLC7A8,0,6.320109105,1,0.209,0,Macrophage,SLC7A8
ADAP2,0,6.295036429,1,0.2,0,Macrophage,ADAP2
DAB2,0,6.277355999,1,0.168,0,Macrophage,DAB2
KCNMA1,0,6.21085349,1,0.242,0,Macrophage,KCNMA1
SLCO2B1,0,6.170782046,1,0.203,0,Macrophage,SLCO2B1
SDC3,0,6.132892664,1,0.232,0,Macrophage,SDC3
SLC1A3,0,6.129052101,1,0.162,0,Macrophage,SLC1A3
FCHO2,0,6.124187554,1,0.201,0,Macrophage,FCHO2
ZNF358,0,6.098297796,1,0.14,0,Macrophage,ZNF358
TSPAN4,0,6.041470878,1,0.251,0,Macrophage,TSPAN4
GLMP,0,6.041036379,1,0.258,0,Macrophage,GLMP
EYA2,0,6.038561994,1,0.156,0,Macrophage,EYA2
FAM120B,0,6.027641144,1,0.094,0,Macrophage,FAM120B
MMP14,0,6.000696795,1,0.246,0,Macrophage,MMP14
FFAR4,0,5.918521709,1,0.098,0,Macrophage,FFAR4
ABI1,0,5.907111974,1,0.204,0,Macrophage,ABI1
LGALS3BP,0,5.905985042,1,0.153,0,Macrophage,LGALS3BP
ITGB5,0,5.85515763,1,0.176,0,Macrophage,ITGB5
PLXNA1,0,5.854361079,1,0.14,0,Macrophage,PLXNA1
P2RY11,0,5.851802872,1,0.255,0,Macrophage,P2RY11
TNFRSF11A,0,5.835747699,1,0.166,0,Macrophage,TNFRSF11A
RB1,0,5.824252253,1,0.159,0,Macrophage,RB1
PLXND1,0,5.811160108,1,0.229,0,Macrophage,PLXND1
MITF,0,5.807625889,1,0.117,0,Macrophage,MITF
CCL18,0,5.742628808,1,0.245,0,Macrophage,CCL18
SIGLEC9,0,5.740125729,1,0.229,0,Macrophage,SIGLEC9
STAB1,0,5.731920148,1,0.238,0,Macrophage,STAB1
IFI27,0,5.687481804,1,0.257,0,Macrophage,IFI27
SPRED1,0,5.571755344,1,0.187,0,Macrophage,SPRED1
PDPN,0,5.557630928,1,0.173,0,Macrophage,PDPN
CD81,0,5.514965019,1,0.2,0,Macrophage,CD81
SIGLEC8,0,5.429270643,1,0.127,0,Macrophage,SIGLEC8
LPAR6,0,5.426014877,1,0.152,0,Macrophage,LPAR6
GPR34,0,5.413814646,1,0.129,0,Macrophage,GPR34
CPM,0,5.370105535,1,0.255,0,Macrophage,CPM
SREBF1,0,5.281811377,1,0.201,0,Macrophage,SREBF1
APOE,0,5.251069371,1,0.26,0,Macrophage,APOE
CD59,0,5.220466125,1,0.26,0,Macrophage,CD59
PMP22,0,5.189506938,1,0.253,0,Macrophage,PMP22
MGST3,0,5.178203757,1,0.277,0,Macrophage,MGST3
ZNF568,0,5.172217995,1,0.131,0,Macrophage,ZNF568
LYVE1,0,5.155606181,1,0.165,0,Macrophage,LYVE1
EBI3,0,5.145334505,1,0.138,0,Macrophage,EBI3
P2RX7,0,5.135855956,1,0.199,0,Macrophage,P2RX7
IL2RA,0,5.12757383,1,0.254,0,Macrophage,IL2RA
SLC38A6,0,5.110898421,1,0.235,0,Macrophage,SLC38A6
CSF1R,0,5.109902448,1,0.23,0,Macrophage,CSF1R
HOMER3,0,5.096893859,1,0.255,0,Macrophage,HOMER3
ANG,0,5.065321848,1,0.239,0,Macrophage,ANG
ARHGEF10L,0,5.056432801,1,0.192,0,Macrophage,ARHGEF10L
TNFSF12,0,4.990265252,1,0.18,0,Macrophage,TNFSF12
ARHGAP18,0,4.985040608,1,0.192,0,Macrophage,ARHGAP18
USF2,0,4.967820759,1,0.141,0,Macrophage,USF2
SCARB1,0,4.961327973,1,0.222,0,Macrophage,SCARB1
CCL8,0,4.949476625,1,0.271,0,Macrophage,CCL8
CREBL2,0,4.929429397,1,0.237,0,Macrophage,CREBL2
ADORA3,0,4.878891112,1,0.281,0,Macrophage,ADORA3
PLEKHG5,0,4.831763593,0.998,0.241,0,Macrophage,PLEKHG5
BST2,0,4.806535338,1,0.269,0,Macrophage,BST2
CMKLR1,0,4.773504033,1,0.267,0,Macrophage,CMKLR1
IFITM10,0,4.749555227,1,0.256,0,Macrophage,IFITM10
EPHB2,0,4.740956713,1,0.26,0,Macrophage,EPHB2
LAMP2,0,4.729896223,1,0.29,0,Macrophage,LAMP2
DMD,0,4.698706456,0.998,0.262,0,Macrophage,DMD
TGFBR1,0,4.662443244,1,0.287,0,Macrophage,TGFBR1
ZMYM3,0,4.61333265,1,0.278,0,Macrophage,ZMYM3
BAZ2B,0,4.601230655,1,0.236,0,Macrophage,BAZ2B
RHOU,0,4.582449974,1,0.243,0,Macrophage,RHOU
ZNF618,0,4.557344949,1,0.26,0,Macrophage,ZNF618
PDGFC,0,4.480739415,1,0.173,0,Macrophage,PDGFC
DAPK1,0,4.457241156,1,0.235,0,Macrophage,DAPK1
TCF4,0,4.424257445,1,0.251,0,Macrophage,TCF4
P2RX4,0,4.423614226,1,0.252,0,Macrophage,P2RX4
ATP6AP2,0,4.421604852,1,0.297,0,Macrophage,ATP6AP2
LRP1,0,4.38141652,1,0.258,0,Macrophage,LRP1
RAPH1,0,4.378001924,1,0.166,0,Macrophage,RAPH1
CD72,0,4.353220075,1,0.248,0,Macrophage,CD72
TDP2,0,4.345181022,1,0.211,0,Macrophage,TDP2
PTAFR,0,4.333951024,1,0.219,0,Macrophage,PTAFR
OAS3,0,4.331551593,1,0.219,0,Macrophage,OAS3
BLNK,0,4.318560432,1,0.257,0,Macrophage,BLNK
ADIPOR1,0,4.311947164,1,0.261,0,Macrophage,ADIPOR1
HRH1,0,4.302809737,0.999,0.235,0,Macrophage,HRH1
ICAM5,0,4.276026128,1,0.277,0,Macrophage,ICAM5
P2RY13,0,4.247675203,0.997,0.328,0,Macrophage,P2RY13
FARP1,0,4.23886852,1,0.36,0,Macrophage,FARP1
ARNT,0,4.213166653,0.999,0.227,0,Macrophage,ARNT
LILRB4,0,4.202765214,1,0.262,0,Macrophage,LILRB4
SWAP70,0,4.184326917,1,0.169,0,Macrophage,SWAP70
LY96,0,4.142327505,1,0.257,0,Macrophage,LY96
MSR1,0,4.139141059,1,0.253,0,Macrophage,MSR1
ATF6,0,4.138393373,1,0.193,0,Macrophage,ATF6
PLAU,0,4.116588817,1,0.248,0,Macrophage,PLAU
GPX1,0,4.084612082,1,0.253,0,Macrophage,GPX1
MIER2,0,3.96620531,1,0.215,0,Macrophage,MIER2
MS4A4A,0,3.94855209,1,0.257,0,Macrophage,MS4A4A
FOXN3,0,3.939787938,1,0.326,0,Macrophage,FOXN3
CHKA,0,3.913424783,1,0.253,0,Macrophage,CHKA
NRP2,0,3.913055062,1,0.243,0,Macrophage,NRP2
MACC1,0,3.90551466,1,0.213,0,Macrophage,MACC1
GNB4,0,3.904225362,1,0.256,0,Macrophage,GNB4
ITPR2,0,3.888603307,1,0.253,0,Macrophage,ITPR2
AOC1,0,3.846943222,1,0.36,0,Macrophage,AOC1
ZFHX3,0,3.805532422,1,0.257,0,Macrophage,ZFHX3
WWTR1,0,3.794048841,1,0.348,0,Macrophage,WWTR1
FCGR1A,0,3.722719376,1,0.258,0,Macrophage,FCGR1A
C3AR1,0,3.693114441,1,0.248,0,Macrophage,C3AR1
HLA-DOA,0,3.690276693,1,0.244,0,Macrophage,HLA-DOA
GFRA2,0,3.667165205,0.995,0.323,0,Macrophage,GFRA2
FPR3,0,3.660078989,1,0.236,0,Macrophage,FPR3
FCGRT,0,3.658882072,1,0.263,0,Macrophage,FCGRT
TNF,0,3.631567758,0.998,0.264,0,Macrophage,TNF
MPP1,0,3.630394002,1,0.254,0,Macrophage,MPP1
RND3,0,3.622998591,1,0.265,0,Macrophage,RND3
ALOX15B,0,3.573745655,0.999,0.187,0,Macrophage,ALOX15B
ETV5,0,3.556696155,1,0.224,0,Macrophage,ETV5
ACKR3,0,3.53320219,1,0.2,0,Macrophage,ACKR3
RASAL2,0,3.49984746,1,0.207,0,Macrophage,RASAL2
SRGAP2,0,3.495167609,1,0.211,0,Macrophage,SRGAP2
HELZ,0,3.480679959,0.997,0.346,0,Macrophage,HELZ
TCEAL4,0,3.478997248,1,0.233,0,Macrophage,TCEAL4
MKNK1,0,3.454851776,0.996,0.327,0,Macrophage,MKNK1
BHLHE41,0,3.447099539,1,0.154,0,Macrophage,BHLHE41
DNMT1,0,3.443005691,1,0.305,0,Macrophage,DNMT1
DST,0,3.431795533,1,0.215,0,Macrophage,DST
TXNDC17,0,3.38259723,1,0.266,0,Macrophage,TXNDC17
CHURC1,0,3.347680564,1,0.288,0,Macrophage,CHURC1
IRS2,0,3.345614071,0.969,0.374,0,Macrophage,IRS2
SHB,0,3.281072535,1,0.261,0,Macrophage,SHB
SMURF2,0,3.249706351,1,0.245,0,Macrophage,SMURF2
ENPP2,0,3.237122529,0.999,0.266,0,Macrophage,ENPP2
CDC42EP1,0,3.225563014,1,0.244,0,Macrophage,CDC42EP1
WLS,0,3.185215998,1,0.214,0,Macrophage,WLS
ANKDD1A,0,3.16684068,0.998,0.314,0,Macrophage,ANKDD1A
KCNJ16,0,3.149312026,1,0.391,0,Macrophage,KCNJ16
MGST2,0,3.147263444,1,0.246,0,Macrophage,MGST2
CD68,0,3.144167132,1,0.263,0,Macrophage,CD68
CCND1,0,3.128871378,1,0.188,0,Macrophage,CCND1
ADRA2B,0,3.11698407,0.994,0.247,0,Macrophage,ADRA2B
ARL5A,0,3.093794661,1,0.382,0,Macrophage,ARL5A
CD83,0,3.066451024,0.998,0.31,0,Macrophage,CD83
FOLR1,0,3.064991839,1,0.438,0,Macrophage,FOLR1
MRC1,0,3.054566514,1,0.219,0,Macrophage,MRC1
RAPGEF5,0,3.022601566,1,0.33,0,Macrophage,RAPGEF5
APH1A,0,3.014981373,1,0.353,0,Macrophage,APH1A
AFF1,0,3.007217401,0.997,0.217,0,Macrophage,AFF1
COLEC12,0,3.002020424,0.948,0.458,0,Macrophage,COLEC12
RDX,0,3.001834507,1,0.269,0,Macrophage,RDX
ITSN1,0,2.996933006,1,0.268,0,Macrophage,ITSN1
SDC2,0,2.993893543,1,0.259,0,Macrophage,SDC2
ZNF503,0,2.992808776,1,0.235,0,Macrophage,ZNF503
VPS36,0,2.976132654,0.994,0.352,0,Macrophage,VPS36
ABCA1,0,2.973908036,1,0.253,0,Macrophage,ABCA1
ANK2,0,2.971686774,0.999,0.413,0,Macrophage,ANK2
APOLD1,0,2.969848587,0.998,0.266,0,Macrophage,APOLD1
FMNL3,0,2.964831834,1,0.235,0,Macrophage,FMNL3
TLR1,0,2.9610343,1,0.22,0,Macrophage,TLR1
ATP2A2,0,2.955249685,0.997,0.301,0,Macrophage,ATP2A2
CD163,0,2.954451196,1,0.256,0,Macrophage,CD163
MINK1,0,2.9451023,1,0.238,0,Macrophage,MINK1
CRYL1,0,2.937504177,1,0.264,0,Macrophage,CRYL1
ADAMTS1,0,2.92720785,1,0.301,0,Macrophage,ADAMTS1
FCGR2A,0,2.897964636,1,0.268,0,Macrophage,FCGR2A
GRN,0,2.875461075,1,0.263,0,Macrophage,GRN
COPS5,0,2.839819938,1,0.427,0,Macrophage,COPS5
TJP1,0,2.831691634,0.999,0.37,0,Macrophage,TJP1
GTF2I,0,2.826536932,0.985,0.346,0,Macrophage,GTF2I
ZNF22,0,2.818440845,0.998,0.393,0,Macrophage,ZNF22
CLU,0,2.810129778,0.999,0.334,0,Macrophage,CLU
CTNND1,0,2.776673329,1,0.218,0,Macrophage,CTNND1
PACSIN1,0,2.774205135,1,0.437,0,Macrophage,PACSIN1
SLC18A2,0,2.773506973,1,0.421,0,Macrophage,SLC18A2
PCBD1,0,2.75676799,1,0.29,0,Macrophage,PCBD1
PARP14,0,2.756305598,0.993,0.325,0,Macrophage,PARP14
ABL2,0,2.743421462,0.999,0.252,0,Macrophage,ABL2
ELMO1,0,2.736858918,0.998,0.48,0,Macrophage,ELMO1
CAVIN1,0,2.73670349,0.999,0.381,0,Macrophage,CAVIN1
TSPAN6,0,2.72517254,1,0.372,0,Macrophage,TSPAN6
GNG12,0,2.713049668,1,0.434,0,Macrophage,GNG12
YWHAH,0,2.712612923,1,0.286,0,Macrophage,YWHAH
NFE2L1,0,2.710117669,0.999,0.432,0,Macrophage,NFE2L1
ALCAM,0,2.678677089,1,0.172,0,Macrophage,ALCAM
CHD9,0,2.666499584,0.965,0.558,0,Macrophage,CHD9
CD14,0,2.663739136,1,0.255,0,Macrophage,CD14
PRMT6,0,2.662978694,1,0.284,0,Macrophage,PRMT6
BTK,0,2.662822518,1,0.233,0,Macrophage,BTK
ZMYND15,0,2.654128791,1,0.246,0,Macrophage,ZMYND15
KCNMB1,0,2.654098936,1,0.186,0,Macrophage,KCNMB1
SLC8A1,0,2.648781414,1,0.262,0,Macrophage,SLC8A1
NDUFS4,0,2.646059976,1,0.289,0,Macrophage,NDUFS4
RHOB,0,2.632303521,0.994,0.336,0,Macrophage,RHOB
RAC1,0,2.621021828,1,0.272,0,Macrophage,RAC1
HPGDS,0,2.610890379,1,0.416,0,Macrophage,HPGDS
TNS2,0,2.605964648,0.999,0.387,0,Macrophage,TNS2
MS4A6A,0,2.5934193,1,0.253,0,Macrophage,MS4A6A
CDC42BPB,0,2.584712206,1,0.377,0,Macrophage,CDC42BPB
GPR82,0,2.577225584,0.933,0.429,0,Macrophage,GPR82
RGL2,0,2.572882535,0.977,0.55,0,Macrophage,RGL2
FOXC1,0,2.566488787,0.997,0.334,0,Macrophage,FOXC1
SLIRP,0,2.566273201,0.999,0.317,0,Macrophage,SLIRP
SORT1,0,2.555306395,1,0.271,0,Macrophage,SORT1
TFEC,0,2.548267379,1,0.253,0,Macrophage,TFEC
ZRSR2,0,2.527257665,1,0.26,0,Macrophage,ZRSR2
CTNNA1,0,2.517378293,1,0.318,0,Macrophage,CTNNA1
EEF1E1,0,2.504473587,1,0.404,0,Macrophage,EEF1E1
TBC1D17,0,2.5040774,0.999,0.269,0,Macrophage,TBC1D17
TRIP10,0,2.496031059,1,0.247,0,Macrophage,TRIP10
PINK1,0,2.462648472,0.999,0.408,0,Macrophage,PINK1
ESAM,0,2.455073946,0.993,0.28,0,Macrophage,ESAM
ZNF211,0,2.450961509,0.995,0.352,0,Macrophage,ZNF211
ARHGAP29,0,2.42003567,1,0.299,0,Macrophage,ARHGAP29
EPB41L1,0,2.410277176,0.984,0.368,0,Macrophage,EPB41L1
PPARD,0,2.392803126,1,0.233,0,Macrophage,PPARD
ELF3,0,2.37907521,0.999,0.33,0,Macrophage,ELF3
CHD6,0,2.363865949,0.998,0.406,0,Macrophage,CHD6
TAX1BP3,0,2.339667044,0.997,0.33,0,Macrophage,TAX1BP3
LZTR1,0,2.339353233,0.994,0.337,0,Macrophage,LZTR1
TMEM173,0,2.336372624,0.998,0.407,0,Macrophage,TMEM173
ARL3,0,2.333323955,1,0.372,0,Macrophage,ARL3
ZNF580,0,2.331210137,1,0.375,0,Macrophage,ZNF580
MS4A7,0,2.324206706,1,0.252,0,Macrophage,MS4A7
PHB,0,2.323263017,0.999,0.318,0,Macrophage,PHB
IFNAR1,0,2.32012073,1,0.239,0,Macrophage,IFNAR1
TSPAN1,0,2.318167342,0.997,0.315,0,Macrophage,TSPAN1
PCSK1N,0,2.316988712,0.994,0.386,0,Macrophage,PCSK1N
ZNF691,0,2.312771248,0.999,0.255,0,Macrophage,ZNF691
TRIM16,0,2.31210606,1,0.263,0,Macrophage,TRIM16
PRDX3,0,2.292799082,1,0.341,0,Macrophage,PRDX3
MYLIP,0,2.28689384,0.966,0.385,0,Macrophage,MYLIP
PPT1,0,2.266633988,1,0.285,0,Macrophage,PPT1
CCR5,0,2.261493214,0.993,0.334,0,Macrophage,CCR5
ZNF100,0,2.257692657,0.995,0.281,0,Macrophage,ZNF100
C2CD4D,0,2.255597312,0.997,0.383,0,Macrophage,C2CD4D
GSN,0,2.232589596,1,0.275,0,Macrophage,GSN
CSNK1G1,0,2.230560811,0.999,0.425,0,Macrophage,CSNK1G1
PMF1,0,2.206645976,1,0.439,0,Macrophage,PMF1
CAMTA1,0,2.203062196,0.999,0.377,0,Macrophage,CAMTA1
LTBR,0,2.199092394,1,0.266,0,Macrophage,LTBR
AIDA,0,2.192413052,0.995,0.575,0,Macrophage,AIDA
AGPAT2,0,2.191469218,0.997,0.337,0,Macrophage,AGPAT2
CD40,0,2.180007216,0.999,0.258,0,Macrophage,CD40
DTNA,0,2.155182462,0.972,0.559,0,Macrophage,DTNA
NECTIN2,0,2.1533731,1,0.267,0,Macrophage,NECTIN2
POLR2I,0,2.152591181,0.998,0.331,0,Macrophage,POLR2I
DDX1,0,2.148091034,1,0.317,0,Macrophage,DDX1
ETV1,0,2.144492308,0.997,0.412,0,Macrophage,ETV1
SIRT5,0,2.140852216,0.998,0.317,0,Macrophage,SIRT5
SLC2A8,0,2.13887334,1,0.371,0,Macrophage,SLC2A8
NR5A2,0,2.132223235,1,0.426,0,Macrophage,NR5A2
TCEAL8,0,2.113642331,0.999,0.373,0,Macrophage,TCEAL8
TSC22D2,0,2.092691877,0.861,0.365,0,Macrophage,TSC22D2
MTERF2,0,2.09029455,0.982,0.407,0,Macrophage,MTERF2
SLC35B2,0,2.087016565,0.999,0.293,0,Macrophage,SLC35B2
FHL2,0,2.067610071,1,0.278,0,Macrophage,FHL2
GNG11,0,2.066421879,0.995,0.343,0,Macrophage,GNG11
KAT2A,0,2.06465239,0.995,0.302,0,Macrophage,KAT2A
NUP62,0,2.060773572,0.998,0.544,0,Macrophage,NUP62
S100A16,0,2.057177361,0.987,0.348,0,Macrophage,S100A16
CD46,0,2.051064452,0.992,0.409,0,Macrophage,CD46
JDP2,0,2.03890118,0.989,0.464,0,Macrophage,JDP2
CIITA,0,2.030486762,1,0.258,0,Macrophage,CIITA
MYO1C,0,2.027680063,0.985,0.353,0,Macrophage,MYO1C
RGS13,0,2.02331108,1,0.383,0,Macrophage,RGS13
ELL,0,2.015724022,1,0.213,0,Macrophage,ELL
CD4,0,2.010471993,1,0.257,0,Macrophage,CD4
DLC1,0,2.005125384,0.995,0.327,0,Macrophage,DLC1
BLM,0,1.964714263,0.999,0.438,0,Macrophage,BLM
TRIP6,0,1.955046561,1,0.301,0,Macrophage,TRIP6
AP2B1,0,1.952078652,1,0.459,0,Macrophage,AP2B1
SNCA,0,1.925230889,1,0.23,0,Macrophage,SNCA
ZNF428,0,1.923637723,0.98,0.342,0,Macrophage,ZNF428
GABARAP,0,1.918751542,1,0.281,0,Macrophage,GABARAP
KHDRBS3,0,1.917773409,0.978,0.377,0,Macrophage,KHDRBS3
RUVBL2,0,1.911453263,1,0.37,0,Macrophage,RUVBL2
CD74,0,1.910622984,0.995,0.355,0,Macrophage,CD74
ST14,0,1.903182306,1,0.169,0,Macrophage,ST14
CIP2A,0,1.89365641,0.996,0.439,0,Macrophage,CIP2A
ZCCHC3,0,1.892871233,1,0.225,0,Macrophage,ZCCHC3
RGS12,0,1.88200821,0.951,0.399,0,Macrophage,RGS12
DYRK1B,0,1.868794653,1,0.334,0,Macrophage,DYRK1B
ZNF267,0,1.865464876,0.997,0.251,0,Macrophage,ZNF267
ZCWPW1,0,1.858372338,1,0.275,0,Macrophage,ZCWPW1
CTSH,0,1.856774007,1,0.252,0,Macrophage,CTSH
TSHR,0,1.843945833,0.998,0.428,0,Macrophage,TSHR
HSD17B10,0,1.835575847,0.999,0.426,0,Macrophage,HSD17B10
FSTL1,0,1.811617246,0.974,0.362,0,Macrophage,FSTL1
IL10,0,1.797814699,1,0.253,0,Macrophage,IL10
CAMLG,0,1.792185937,1,0.296,0,Macrophage,CAMLG
LY86,0,1.785891522,1,0.251,0,Macrophage,LY86
TYROBP,0,1.781461693,1,0.346,0,Macrophage,TYROBP
TCEAL1,0,1.754690836,1,0.29,0,Macrophage,TCEAL1
AXL,0,1.741841858,1,0.248,0,Macrophage,AXL
NISCH,0,1.738198942,0.8,0.462,0,Macrophage,NISCH
GPRC5C,0,1.73472877,0.982,0.427,0,Macrophage,GPRC5C
TADA3,0,1.73293505,0.998,0.424,0,Macrophage,TADA3
FCGR3A1,0,1.732331586,1,0.426,0,Macrophage,FCGR3A
BATF3,0,1.727907081,0.999,0.279,0,Macrophage,BATF3
SIGLEC7,0,1.709757354,1,0.327,0,Macrophage,SIGLEC7
TULP4,0,1.708248141,0.971,0.455,0,Macrophage,TULP4
RGS10,0,1.706586727,0.999,0.273,0,Macrophage,RGS10
HBS1L,0,1.69722806,0.999,0.421,0,Macrophage,HBS1L
ZNF189,0,1.695538214,1,0.289,0,Macrophage,ZNF189
ABCC4,0,1.687109958,0.997,0.35,0,Macrophage,ABCC4
ATF3,0,1.683672392,0.991,0.329,0,Macrophage,ATF3
MAML1,0,1.683131739,0.996,0.471,0,Macrophage,MAML1
ZNF429,0,1.668821088,0.97,0.369,0,Macrophage,ZNF429
CSNK2B,0,1.657022497,0.967,0.429,0,Macrophage,CSNK2B
ELOVL4,0,1.656788609,1,0.402,0,Macrophage,ELOVL4
NFKBIA,0,1.655241741,0.999,0.264,0,Macrophage,NFKBIA
GATA2,0,1.651246322,0.998,0.322,0,Macrophage,GATA2
GATAD1,0,1.645357298,0.951,0.461,0,Macrophage,GATAD1
RAB11A,0,1.637440874,0.984,0.305,0,Macrophage,RAB11A
SYK,0,1.635453119,1,0.264,0,Macrophage,SYK
RAB32,0,1.62605554,1,0.273,0,Macrophage,RAB32
AGPAT1,0,1.624740935,1,0.279,0,Macrophage,AGPAT1
PAQR8,0,1.623787841,0.839,0.48,0,Macrophage,PAQR8
GNAS,0,1.612767976,0.999,0.354,0,Macrophage,GNAS
TMEM97,0,1.597952819,1,0.268,0,Macrophage,TMEM97
FXYD6,0,1.596854244,0.998,0.385,0,Macrophage,FXYD6
MNT,0,1.557416129,1,0.277,0,Macrophage,MNT
RAPGEF2,0,1.55571176,0.982,0.246,0,Macrophage,RAPGEF2
PRKD3,0,1.542737357,0.995,0.345,0,Macrophage,PRKD3
DNAJB4,0,1.541835329,0.989,0.301,0,Macrophage,DNAJB4
KLF9,0,1.537444325,0.818,0.547,0,Macrophage,KLF9
LMCD1,0,1.52919732,0.999,0.266,0,Macrophage,LMCD1
NR4A1,0,1.526177504,0.986,0.312,0,Macrophage,NR4A1
SMARCA2,0,1.522464766,0.985,0.427,0,Macrophage,SMARCA2
ARRB2,0,1.519286403,1,0.265,0,Macrophage,ARRB2
ZNF844,0,1.50711663,0.946,0.361,0,Macrophage,ZNF844
ESD,0,1.505695837,0.997,0.298,0,Macrophage,ESD
CXCR1,0,1.485958878,0.993,0.341,0,Macrophage,CXCR1
KRT19,0,1.484986625,0.99,0.265,0,Macrophage,KRT19
TRIB2,0,1.482989445,0.989,0.353,0,Macrophage,TRIB2
